OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
29914;A000742110;A044S;GENERALI ITALIA S.P.A.
29915;A000742110;A390S;EUROP ASSISTANCE ITALIA S.P.A.
29916;A000742151;A055X;HDI ASSICURAZIONI S.P.A.
29917;A000742215;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
29918;A000742216;A463S;ALLIANZ SOCIETA' PER AZIONI
29919;A000742216;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
29920;A000742216;D878R;ALLIANZ GLOBAL LIFE DAC
29921;A000742379;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
29922;A000742618;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
29923;A000742618;A294S;SARA VITA S.P.A.
29924;A000742642;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
29925;A000742646;A342S;UNISALUTE S.P.A.
29926;A000742646;A505S;UNIPOL ASSICURAZIONI S.P.A.
29927;A000742658;A037S;AXA ASSICURAZIONI S.P.A.
29928;A000742658;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
29929;A000742658;C399R;INTER PARTNER ASSISTANCE SA
29930;A000742658;D866R;ZURICH INSURANCE EUROPE AG
29931;A000742658;X497R;ZURICH INSURANCE COMPANY LTD
29932;A000742672;A342S;UNISALUTE S.P.A.
29933;A000742672;A505S;UNIPOL ASSICURAZIONI S.P.A.
29934;A000742679;A390S;EUROP ASSISTANCE ITALIA S.P.A.
29935;A000742679;C399R;INTER PARTNER ASSISTANCE SA
29936;A000742679;D871R;ERGO REISEVERSICHERUNG AG
29937;A000742679;D891R;AWP P&C S.A.
29938;A000742694;A463S;ALLIANZ SOCIETA' PER AZIONI
29939;A000742694;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
29940;A000742694;D878R;ALLIANZ GLOBAL LIFE DAC
29941;A000742694;D891R;AWP P&C S.A.
29942;A000742700;A463S;ALLIANZ SOCIETA' PER AZIONI
29943;A000742700;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
29944;A000742700;D878R;ALLIANZ GLOBAL LIFE DAC
29945;A000742700;D891R;AWP P&C S.A.
29946;A000742807;A037S;AXA ASSICURAZIONI S.P.A.
29947;A000742807;C399R;INTER PARTNER ASSISTANCE SA
29948;A000742813;A135S;VITTORIA ASSICURAZIONI S.P.A.
29949;A000742815;A135S;VITTORIA ASSICURAZIONI S.P.A.
29950;A000742816;A342S;UNISALUTE S.P.A.
29951;A000742816;A505S;UNIPOL ASSICURAZIONI S.P.A.
29952;A000742911;A337S;NOBIS VITA S.P.A.
29953;A000742911;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
29954;A000742911;D903R;AFI ESCA IARD
29955;A000742911;D906R;AFI ESCA
29956;A000743060;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
29957;A000743060;A463S;ALLIANZ SOCIETA' PER AZIONI
29958;A000743060;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
29959;A000743060;D878R;ALLIANZ GLOBAL LIFE DAC
29960;A000743060;D891R;AWP P&C S.A.
29961;A000743060;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
29962;A000743112;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
29963;A000743112;A484S;TUTELA LEGALE S.P.A.
29964;A000743119;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
29965;A000743119;A294S;SARA VITA S.P.A.
29966;A000743735;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
29967;A000743735;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
29968;A000743735;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
29969;A000743735;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
29970;A000743735;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
29971;A000743735;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
29972;A000743735;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
29973;A000743758;A044S;GENERALI ITALIA S.P.A.
29974;A000743758;A390S;EUROP ASSISTANCE ITALIA S.P.A.
29975;A000743931;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
29976;A000744015;A342S;UNISALUTE S.P.A.
29977;A000744015;A505S;UNIPOL ASSICURAZIONI S.P.A.
29978;A000744026;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
29979;A000744066;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
29980;A000744227;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
29981;A000744264;A135S;VITTORIA ASSICURAZIONI S.P.A.
29982;A000744365;A342S;UNISALUTE S.P.A.
29983;A000744365;A505S;UNIPOL ASSICURAZIONI S.P.A.
29984;A000744384;A044S;GENERALI ITALIA S.P.A.
29985;A000744387;A135S;VITTORIA ASSICURAZIONI S.P.A.
29986;A000744430;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
29987;A000744430;A294S;SARA VITA S.P.A.
29988;A000744529;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
29989;A000744629;A055X;HDI ASSICURAZIONI S.P.A.
29990;A000744630;40646;EUROHERC OSIGURANJE D.D.
29991;A000744630;A390S;EUROP ASSISTANCE ITALIA S.P.A.
29992;A000744630;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
29993;A000744630;A463S;ALLIANZ SOCIETA' PER AZIONI
29994;A000744630;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
29995;A000744631;A463S;ALLIANZ SOCIETA' PER AZIONI
29996;A000744686;A044S;GENERALI ITALIA S.P.A.
29997;A000744741;A077S;ZURICH INVESTMENTS LIFE S.P.A.
29998;A000744741;D866R;ZURICH INSURANCE EUROPE AG
29999;A000744741;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
30000;A000744741;X497R;ZURICH INSURANCE COMPANY LTD
30001;A000744744;A037S;AXA ASSICURAZIONI S.P.A.
30002;A000744744;A055X;HDI ASSICURAZIONI S.P.A.
30003;A000744744;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30004;A000744744;C399R;INTER PARTNER ASSISTANCE SA
30005;A000744753;A044S;GENERALI ITALIA S.P.A.
30006;A000744753;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30007;A000744888;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30008;A000744888;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30009;A000744888;D866R;ZURICH INSURANCE EUROPE AG
30010;A000744888;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
30011;A000744888;X497R;ZURICH INSURANCE COMPANY LTD
30012;A000744890;A055X;HDI ASSICURAZIONI S.P.A.
30013;A000744890;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30014;A000744890;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30015;A000744892;A342S;UNISALUTE S.P.A.
30016;A000744892;A505S;UNIPOL ASSICURAZIONI S.P.A.
30017;A000744948;A037S;AXA ASSICURAZIONI S.P.A.
30018;A000744948;C399R;INTER PARTNER ASSISTANCE SA
30019;A000744952;A037S;AXA ASSICURAZIONI S.P.A.
30020;A000744952;C399R;INTER PARTNER ASSISTANCE SA
30021;A000744952;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
30022;A000744955;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30023;A000744955;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
30024;A000744955;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
30025;A000744955;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30026;A000744956;A055X;HDI ASSICURAZIONI S.P.A.
30027;A000744956;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30028;A000744956;A213S;ATHORA ITALIA S.P.A.
30029;A000744956;A463S;ALLIANZ SOCIETA' PER AZIONI
30030;A000744958;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30031;A000744971;A044S;GENERALI ITALIA S.P.A.
30032;A000744971;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30033;A000744971;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30034;A000744981;A342S;UNISALUTE S.P.A.
30035;A000744981;A505S;UNIPOL ASSICURAZIONI S.P.A.
30036;A000745080;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
30037;A000745096;A044S;GENERALI ITALIA S.P.A.
30038;A000745096;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30039;A000745096;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30040;A000745148;A044S;GENERALI ITALIA S.P.A.
30041;A000745148;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30042;A000745148;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30043;A000745151;A044S;GENERALI ITALIA S.P.A.
30044;A000745151;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30045;A000745151;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30046;A000745152;A055X;HDI ASSICURAZIONI S.P.A.
30047;A000745152;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30048;A000745152;A463S;ALLIANZ SOCIETA' PER AZIONI
30049;A000745152;A484S;TUTELA LEGALE S.P.A.
30050;A000745152;D866R;ZURICH INSURANCE EUROPE AG
30051;A000745152;D878R;ALLIANZ GLOBAL LIFE DAC
30052;A000745152;D891R;AWP P&C S.A.
30053;A000745152;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30054;A000745152;X497R;ZURICH INSURANCE COMPANY LTD
30055;A000745205;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30056;A000745348;A135S;VITTORIA ASSICURAZIONI S.P.A.
30057;A000745412;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30058;A000745412;A463S;ALLIANZ SOCIETA' PER AZIONI
30059;A000745412;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30060;A000745412;D878R;ALLIANZ GLOBAL LIFE DAC
30061;A000745412;D891R;AWP P&C S.A.
30062;A000745412;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30063;A000745437;A037S;AXA ASSICURAZIONI S.P.A.
30064;A000745536;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30065;A000745536;A342S;UNISALUTE S.P.A.
30066;A000745536;A505S;UNIPOL ASSICURAZIONI S.P.A.
30067;A000745544;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
30068;A000745544;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30069;A000745544;A342S;UNISALUTE S.P.A.
30070;A000745544;A505S;UNIPOL ASSICURAZIONI S.P.A.
30071;A000745544;D866R;ZURICH INSURANCE EUROPE AG
30072;A000745544;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
30073;A000745544;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
30074;A000745544;X497R;ZURICH INSURANCE COMPANY LTD
30075;A000745562;A055X;HDI ASSICURAZIONI S.P.A.
30076;A000745562;A213S;ATHORA ITALIA S.P.A.
30077;A000745562;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30078;A000745568;A055X;HDI ASSICURAZIONI S.P.A.
30079;A000745568;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30080;A000745572;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30081;A000745572;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
30082;A000745868;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30083;A000745868;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
30084;A000745965;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
30085;A000745966;A135S;VITTORIA ASSICURAZIONI S.P.A.
30086;A000745967;A044S;GENERALI ITALIA S.P.A.
30087;A000745967;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30088;A000745967;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30089;A000746004;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
30090;A000746154;A044S;GENERALI ITALIA S.P.A.
30091;A000746154;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30092;A000746154;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30093;A000746156;A342S;UNISALUTE S.P.A.
30094;A000746156;A505S;UNIPOL ASSICURAZIONI S.P.A.
30095;A000746157;A055X;HDI ASSICURAZIONI S.P.A.
30096;A000746345;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
30097;A000746345;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30098;A000746408;A135S;VITTORIA ASSICURAZIONI S.P.A.
30099;A000746483;A342S;UNISALUTE S.P.A.
30100;A000746483;A505S;UNIPOL ASSICURAZIONI S.P.A.
30101;A000746638;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
30102;A000746638;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30103;A000746880;D900R;EULER HERMES SA/NV (ALLIANZ TRADE)
30104;A000746885;A342S;UNISALUTE S.P.A.
30105;A000746885;A505S;UNIPOL ASSICURAZIONI S.P.A.
30106;A000746903;A342S;UNISALUTE S.P.A.
30107;A000746903;A505S;UNIPOL ASSICURAZIONI S.P.A.
30108;A000747115;A463S;ALLIANZ SOCIETA' PER AZIONI
30109;A000747115;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30110;A000747115;D878R;ALLIANZ GLOBAL LIFE DAC
30111;A000747115;D891R;AWP P&C S.A.
30112;A000747115;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30113;A000747132;A342S;UNISALUTE S.P.A.
30114;A000747132;A505S;UNIPOL ASSICURAZIONI S.P.A.
30115;A000747146;41069;INTERNATIONAL GENERAL INSURANCE COMPANY (EUROPE) LTD
30116;A000747146;A135S;VITTORIA ASSICURAZIONI S.P.A.
30117;A000747146;A152M;VHV ITALIA ASSICURAZIONI S.P.A.
30118;A000747180;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
30119;A000747180;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
30120;A000747180;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
30121;A000747181;A044S;GENERALI ITALIA S.P.A.
30122;A000747181;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30123;A000747181;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30124;A000747195;A055X;HDI ASSICURAZIONI S.P.A.
30125;A000747265;A055X;HDI ASSICURAZIONI S.P.A.
30126;A000747265;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30127;A000747265;A213S;ATHORA ITALIA S.P.A.
30128;A000747265;A478S;AMTRUST ASSICURAZIONI S.P.A.
30129;A000747271;A342S;UNISALUTE S.P.A.
30130;A000747271;A505S;UNIPOL ASSICURAZIONI S.P.A.
30131;A000747271;D866R;ZURICH INSURANCE EUROPE AG
30132;A000747271;X497R;ZURICH INSURANCE COMPANY LTD
30133;A000747278;A463S;ALLIANZ SOCIETA' PER AZIONI
30134;A000747278;D878R;ALLIANZ GLOBAL LIFE DAC
30135;A000747278;D891R;AWP P&C S.A.
30136;A000747278;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30137;A000747283;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30138;A000747283;A294S;SARA VITA S.P.A.
30139;A000747361;A044S;GENERALI ITALIA S.P.A.
30140;A000747361;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30141;A000747361;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30142;A000747361;D957R;CHUBB EUROPEAN GROUP SE
30143;A000747394;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30144;A000747484;A055X;HDI ASSICURAZIONI S.P.A.
30145;A000747484;A484S;TUTELA LEGALE S.P.A.
30146;A000747491;A044S;GENERALI ITALIA S.P.A.
30147;A000747538;A044S;GENERALI ITALIA S.P.A.
30148;A000747541;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30149;A000747541;A342S;UNISALUTE S.P.A.
30150;A000747541;A505S;UNIPOL ASSICURAZIONI S.P.A.
30151;A000747616;D861R;ROLAND RECHTSSCHUTZ VERSICHERUNG AG
30152;A000747616;D957R;CHUBB EUROPEAN GROUP SE
30153;A000747646;A135S;VITTORIA ASSICURAZIONI S.P.A.
30154;A000747654;A055X;HDI ASSICURAZIONI S.P.A.
30155;A000747654;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30156;A000747654;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30157;A000747664;A055X;HDI ASSICURAZIONI S.P.A.
30158;A000747665;A463S;ALLIANZ SOCIETA' PER AZIONI
30159;A000747665;D846R;VEREINIGTE HAGELVERSICHERUNG VVAG
30160;A000747665;D866R;ZURICH INSURANCE EUROPE AG
30161;A000747665;D891R;AWP P&C S.A.
30162;A000747665;X497R;ZURICH INSURANCE COMPANY LTD
30163;A000747670;A044S;GENERALI ITALIA S.P.A.
30164;A000747739;A433S;VERTI ASSICURAZIONI S.P.A.
30165;A000747871;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
30166;A000747910;A342S;UNISALUTE S.P.A.
30167;A000747910;A505S;UNIPOL ASSICURAZIONI S.P.A.
30168;A000747991;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
30169;A000748068;A037S;AXA ASSICURAZIONI S.P.A.
30170;A000748068;D866R;ZURICH INSURANCE EUROPE AG
30171;A000748068;D870R;AXA LIFE EUROPE DAC
30172;A000748068;X497R;ZURICH INSURANCE COMPANY LTD
30173;A000748070;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
30174;A000748070;A183S;ITAS VITA S.P.A.
30175;A000748072;A342S;UNISALUTE S.P.A.
30176;A000748072;A505S;UNIPOL ASSICURAZIONI S.P.A.
30177;A000748233;A342S;UNISALUTE S.P.A.
30178;A000748233;A505S;UNIPOL ASSICURAZIONI S.P.A.
30179;A000748332;A055X;HDI ASSICURAZIONI S.P.A.
30180;A000748348;A077S;ZURICH INVESTMENTS LIFE S.P.A.
30181;A000748348;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
30182;A000748348;D866R;ZURICH INSURANCE EUROPE AG
30183;A000748348;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
30184;A000748348;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
30185;A000748348;X497R;ZURICH INSURANCE COMPANY LTD
30186;A000748574;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30187;A000748574;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30188;A000748574;A463S;ALLIANZ SOCIETA' PER AZIONI
30189;A000748574;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30190;A000748574;D878R;ALLIANZ GLOBAL LIFE DAC
30191;A000748574;D891R;AWP P&C S.A.
30192;A000748574;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30193;A000748574;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
30194;A000748579;A055X;HDI ASSICURAZIONI S.P.A.
30195;A000748592;A037S;AXA ASSICURAZIONI S.P.A.
30196;A000748592;C399R;INTER PARTNER ASSISTANCE SA
30197;A000748592;D866R;ZURICH INSURANCE EUROPE AG
30198;A000748592;X497R;ZURICH INSURANCE COMPANY LTD
30199;A000748635;A342S;UNISALUTE S.P.A.
30200;A000748635;A505S;UNIPOL ASSICURAZIONI S.P.A.
30201;A000748691;A342S;UNISALUTE S.P.A.
30202;A000748691;A505S;UNIPOL ASSICURAZIONI S.P.A.
30203;A000748945;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30204;A000748945;A463S;ALLIANZ SOCIETA' PER AZIONI
30205;A000748945;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
30206;A000748945;D878R;ALLIANZ GLOBAL LIFE DAC
30207;A000748945;D891R;AWP P&C S.A.
30208;A000748945;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30209;A000748952;A044S;GENERALI ITALIA S.P.A.
30210;A000748952;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30211;A000748952;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30212;A000749201;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30213;A000749201;A484S;TUTELA LEGALE S.P.A.
30214;A000749349;A342S;UNISALUTE S.P.A.
30215;A000749349;A505S;UNIPOL ASSICURAZIONI S.P.A.
30216;A000749349;D846R;VEREINIGTE HAGELVERSICHERUNG VVAG
30217;A000749357;A044S;GENERALI ITALIA S.P.A.
30218;A000749357;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30219;A000749357;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30220;A000749457;A135S;VITTORIA ASSICURAZIONI S.P.A.
30221;A000749457;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30222;A000749506;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30223;A000749509;A044S;GENERALI ITALIA S.P.A.
30224;A000749509;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30225;A000749578;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30226;A000749578;A294S;SARA VITA S.P.A.
30227;A000749604;A055X;HDI ASSICURAZIONI S.P.A.
30228;A000749604;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
30229;A000749604;A463S;ALLIANZ SOCIETA' PER AZIONI
30230;A000749604;D878R;ALLIANZ GLOBAL LIFE DAC
30231;A000749604;D891R;AWP P&C S.A.
30232;A000749604;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
30233;A000749604;X460R;SCHWEIZERISCHE HAGEL-VERSICHERUNGS-GESELLSHAFT - SOCIETA' SVIZZERA DI
30234;A000749823;A037S;AXA ASSICURAZIONI S.P.A.
30235;A000749860;40646;EUROHERC OSIGURANJE D.D.
30236;A000749860;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
30237;A000749860;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30238;A000749874;A044S;GENERALI ITALIA S.P.A.
30239;A000749874;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
30240;A000749874;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30241;A000749938;10089;MMA IARD ASSURANCES MUTUELLES
30242;A000749938;40636;MMA IARD SA
30243;A000749938;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
30244;A000750835;A390S;EUROP ASSISTANCE ITALIA S.P.A.
30245;A000750836;A342S;UNISALUTE S.P.A.
30246;A000750836;A505S;UNIPOL ASSICURAZIONI S.P.A.
30247;A000750846;A463S;ALLIANZ SOCIETA' PER AZIONI
30248;A000750939;A055X;HDI ASSICURAZIONI S.P.A.
30249;A000750939;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
30250;A000750939;A458S;SACE BT S.P.A.
30251;A000750939;C399R;INTER PARTNER ASSISTANCE SA
30252;A000751012;A342S;UNISALUTE S.P.A.
30253;A000751012;A505S;UNIPOL ASSICURAZIONI S.P.A.
30254;A000751018;A342S;UNISALUTE S.P.A.
30255;A000751018;A505S;UNIPOL ASSICURAZIONI S.P.A.
30256;A000751095;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
30257;A000751320;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
30258;A000751878;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
30259;A000751945;A342S;UNISALUTE S.P.A.
30260;A000751945;A505S;UNIPOL ASSICURAZIONI S.P.A.
30261;A000751946;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
30262;A000751946;A294S;SARA VITA S.P.A.
30263;A000751949;A342S;UNISALUTE S.P.A.
30264;A000751949;A505S;UNIPOL ASSICURAZIONI S.P.A.
30265;A000751955;A342S;UNISALUTE S.P.A.
30266;A000751955;A505S;UNIPOL ASSICURAZIONI S.P.A.
30267;A000751969;A342S;UNISALUTE S.P.A.
30268;A000751969;A505S;UNIPOL ASSICURAZIONI S.P.A.
30269;A000751982;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
30270;A000751982;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
30271;A000752326;A037S;AXA ASSICURAZIONI S.P.A.
30272;A000752633;A055X;HDI ASSICURAZIONI S.P.A.
30273;A000752763;A044S;GENERALI ITALIA S.P.A.
30274;A000752763;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
