OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
12347;A000109504;A000458610;Responsabile dell'attività di intermediazione;
12348;A000058678;A000057145;Responsabile dell'attività di intermediazione;
12349;B000794631;B000803066;Responsabile dell'attività di intermediazione;
12350;B000794631;B000803066;Rappresentante Legale;
12351;A000000818;A000011887;Responsabile dell'attività di intermediazione;
12352;A000003358;A000821368;Responsabile dell'attività di intermediazione;
12353;A000121551;A000073957;Responsabile dell'attività di intermediazione;
12354;A000124496;A000173949;Responsabile dell'attività di intermediazione;
12355;A000156481;A000477935;Responsabile dell'attività di intermediazione;
12356;A000156521;A000070619;Responsabile dell'attività di intermediazione;
12357;A000162117;A000291132;Responsabile dell'attività di intermediazione;
12358;A000164838;A000556519;Responsabile dell'attività di intermediazione;
12359;A000007413;A000012681;Responsabile dell'attività di intermediazione;
12360;A000795019;A000368193;Responsabile dell'attività di intermediazione;
12361;A000051090;A000482462;Responsabile dell'attività di intermediazione;
12362;A000088940;A000748332;Responsabile dell'attività di intermediazione;
12363;A000099268;A000101487;Responsabile dell'attività di intermediazione;
12364;A000798261;A000810772;Responsabile dell'attività di intermediazione;
12365;A000712033;A000153790;Responsabile dell'attività di intermediazione;
12366;B000003198;B000412237;Rappresentante Legale;
12367;B000077144;B000059359;Responsabile dell'attività di intermediazione;
12368;B000096785;B000516122;Responsabile dell'attività di intermediazione;
12369;B000143429;B000497896;Rappresentante Legale;
12370;B000800987;B000688619;Responsabile dell'attività di intermediazione;
12371;B000804042;B000561632;Responsabile dell'attività di intermediazione;
12372;A000805521;A000504487;Responsabile dell'attività di intermediazione;
12373;B000181825;B000114899;Responsabile dell'attività di intermediazione;
12374;A000075706;A000653338;Responsabile dell'attività di intermediazione;
12375;A000623604;A000605747;Responsabile dell'attività di intermediazione;
12376;B000727384;B000591792;Responsabile dell'attività di intermediazione;
12377;A000823681;A000101906;Responsabile dell'attività di intermediazione;
12378;B000065500;B000197920;Rappresentante Legale;
12379;A000461698;A000809155;Responsabile dell'attività di intermediazione;
12380;A000130218;A000627224;Responsabile dell'attività di intermediazione;
12381;A000771220;A000058179;Responsabile dell'attività di intermediazione;
12382;B000001080;B000049811;Responsabile dell'attività di intermediazione;
12383;A000001073;A000708901;Responsabile dell'attività di intermediazione;
12384;A000124201;A000765216;Responsabile dell'attività di intermediazione;
12385;B000628222;B000800462;Amministratore Delegato;
12386;B000133069;B000732554;Rappresentante Legale;
12387;A000143815;A000700784;Responsabile dell'attività di intermediazione;
12388;A000059192;A000786154;Responsabile dell'attività di intermediazione;
12389;A000038872;A000614950;Responsabile dell'attività di intermediazione;
12390;A000010271;A000446292;Responsabile dell'attività di intermediazione;
12391;A000007713;A000533538;Responsabile dell'attività di intermediazione;
12392;B000057712;B000061629;Responsabile dell'attività di intermediazione;
12393;A000009764;A000057982;Responsabile dell'attività di intermediazione;
12394;A000168483;A000384258;Responsabile dell'attività di intermediazione;
12395;B000367182;B000689758;Responsabile dell'attività di intermediazione;
12396;A000096984;A000579086;Responsabile dell'attività di intermediazione;
12397;A000172983;A000404553;Responsabile dell'attività di intermediazione;
12398;A000068965;A000790526;Responsabile dell'attività di intermediazione;
12399;A000009665;A000610780;Responsabile dell'attività di intermediazione;
12400;A000430393;A000401850;Responsabile dell'attività di intermediazione;
12401;A000066941;A000066959;Responsabile dell'attività di intermediazione;
12402;B000009515;B000643032;Rappresentante Legale;
12403;A000009318;A000554369;Responsabile dell'attività di intermediazione;
12404;A000133266;A000352902;Responsabile dell'attività di intermediazione;
12405;A000062579;A000537290;Responsabile dell'attività di intermediazione;
12406;A000707172;A000157843;Responsabile dell'attività di intermediazione;
12407;B000554567;B000635378;Rappresentante Legale;
12408;A000009186;A000494045;Responsabile dell'attività di intermediazione;
12409;A000162385;A000241548;Responsabile dell'attività di intermediazione;
12410;A000167836;A000181622;Responsabile dell'attività di intermediazione;
12411;A000180853;A000482465;Responsabile dell'attività di intermediazione;
12412;A000067153;A000758142;Responsabile dell'attività di intermediazione;
12413;A000065377;A000065383;Responsabile dell'attività di intermediazione;
12414;A000143623;A000714406;Responsabile dell'attività di intermediazione;
12415;B000010153;B000422423;Responsabile dell'attività di intermediazione;
12416;A000077066;A000739731;Responsabile dell'attività di intermediazione;
12417;B000065688;B000735831;Responsabile dell'attività di intermediazione;
12418;B000065209;B000122399;Rappresentante Legale;
12419;A000066373;A000697364;Responsabile dell'attività di intermediazione;
12420;A000086179;A000558178;Responsabile dell'attività di intermediazione;
12421;A000096822;A000446045;Responsabile dell'attività di intermediazione;
12422;A000099556;A000522071;Responsabile dell'attività di intermediazione;
12423;A000039167;A000683728;Responsabile dell'attività di intermediazione;
12424;B000099854;B000592968;Responsabile dell'attività di intermediazione;
12425;B000058144;B000073708;Responsabile dell'attività di intermediazione;
12426;A000096825;A000460350;Responsabile dell'attività di intermediazione;
12427;A000134143;A000763865;Responsabile dell'attività di intermediazione;
12428;B000101076;B000098669;Responsabile dell'attività di intermediazione;
12429;B000134463;B000117871;Responsabile dell'attività di intermediazione;
12430;B000128132;B000416693;Responsabile dell'attività di intermediazione;
12431;B000074300;B000190757;Responsabile dell'attività di intermediazione;
12432;B000618605;B000055861;Responsabile dell'attività di intermediazione;
12433;B000013880;B000117871;Responsabile dell'attività di intermediazione;
12434;B000170234;B000514691;Responsabile dell'attività di intermediazione;
12435;B000013566;B000117871;Responsabile dell'attività di intermediazione;
12436;A000011113;A000385095;Responsabile dell'attività di intermediazione;
12437;A000084232;A000421413;Responsabile dell'attività di intermediazione;
12438;A000010568;A000122727;Responsabile dell'attività di intermediazione;
12439;A000766354;A000265131;Responsabile dell'attività di intermediazione;
12440;A000010720;A000012048;Responsabile dell'attività di intermediazione;
12441;A000166718;A000166714;Responsabile dell'attività di intermediazione;
12442;A000089068;A000682712;Responsabile dell'attività di intermediazione;
12443;A000082507;A000542383;Responsabile dell'attività di intermediazione;
12444;A000082415;A000397616;Responsabile dell'attività di intermediazione;
12445;B000082331;B000533499;Responsabile dell'attività di intermediazione;
12446;A000083433;A000379973;Responsabile dell'attività di intermediazione;
12447;A000050869;A000667464;Responsabile dell'attività di intermediazione;
12448;A000057318;A000713990;Responsabile dell'attività di intermediazione;
12449;A000115191;A000115204;Responsabile dell'attività di intermediazione;
12450;A000099312;A000762665;Responsabile dell'attività di intermediazione;
12451;A000099314;A000762665;Responsabile dell'attività di intermediazione;
12452;A000109405;A000809319;Responsabile dell'attività di intermediazione;
12453;A000676213;A000676214;Responsabile dell'attività di intermediazione;
12454;A000060262;A000466319;Responsabile dell'attività di intermediazione;
12455;A000051114;A000051107;Responsabile dell'attività di intermediazione;
12456;B000038502;B000629726;Responsabile dell'attività di intermediazione;
12457;B000531768;B000117871;Responsabile dell'attività di intermediazione;
12458;A000620002;A000619646;Responsabile dell'attività di intermediazione;
12459;A000745563;A000747538;Responsabile dell'attività di intermediazione;
12460;A000146779;A000618372;Responsabile dell'attività di intermediazione;
12461;A000000986;A000733333;Responsabile dell'attività di intermediazione;
12462;A000633742;A000629791;Responsabile dell'attività di intermediazione;
12463;A000087487;A000356107;Responsabile dell'attività di intermediazione;
12464;A000129287;A000642030;Responsabile dell'attività di intermediazione;
12465;A000074001;A000635782;Responsabile dell'attività di intermediazione;
12466;A000004496;A000607995;Responsabile dell'attività di intermediazione;
12467;A000122485;A000124625;Responsabile dell'attività di intermediazione;
12468;A000786087;A000782429;Responsabile dell'attività di intermediazione;
12469;A000050632;A000753663;Responsabile dell'attività di intermediazione;
12470;B000001387;B000128385;Responsabile dell'attività di intermediazione;
12471;B000002622;B000511305;Direttore Generale;
12472;A000038142;A000726602;Responsabile dell'attività di intermediazione;
12473;A000005835;A000366906;Responsabile dell'attività di intermediazione;
12474;A000077756;A000763981;Responsabile dell'attività di intermediazione;
12475;A000000151;A000775223;Responsabile dell'attività di intermediazione;
12476;A000004829;A000347862;Responsabile dell'attività di intermediazione;
12477;A000051288;A000546765;Responsabile dell'attività di intermediazione;
12478;A000050923;A000538569;Responsabile dell'attività di intermediazione;
12479;A000131427;A000131425;Responsabile dell'attività di intermediazione;
12480;A000051243;A000635810;Responsabile dell'attività di intermediazione;
12481;A000005310;A000663223;Responsabile dell'attività di intermediazione;
12482;A000005267;A000684949;Responsabile dell'attività di intermediazione;
12483;A000005868;A000403768;Responsabile dell'attività di intermediazione;
12484;A000054643;A000736797;Responsabile dell'attività di intermediazione;
12485;A000002246;A000566979;Responsabile dell'attività di intermediazione;
12486;A000008539;A000602483;Responsabile dell'attività di intermediazione;
12487;A000009006;A000373108;Responsabile dell'attività di intermediazione;
12488;A000005579;A000438463;Responsabile dell'attività di intermediazione;
12489;A000006520;A000155123;Responsabile dell'attività di intermediazione;
12490;A000008526;A000345686;Responsabile dell'attività di intermediazione;
12491;A000005122;A000575910;Responsabile dell'attività di intermediazione;
12492;A000070636;A000427716;Responsabile dell'attività di intermediazione;
12493;A000004904;A000567444;Responsabile dell'attività di intermediazione;
12494;A000006919;A000086117;Responsabile dell'attività di intermediazione;
12495;A000056389;A000586911;Responsabile dell'attività di intermediazione;
12496;A000104044;A000631640;Responsabile dell'attività di intermediazione;
12497;A000167098;A000396928;Responsabile dell'attività di intermediazione;
12498;B000096988;B000014420;Responsabile dell'attività di intermediazione;
12499;A000145883;A000068015;Responsabile dell'attività di intermediazione;
12500;A000196119;A000777023;Responsabile dell'attività di intermediazione;
12501;A000145422;A000764035;Responsabile dell'attività di intermediazione;
12502;A000772026;A000776140;Responsabile dell'attività di intermediazione;
